event_id_memoria,source_event_id,source,origin_time_utc,latitude,longitude,depth_km,magnitude_value,magnitude_type,magnitude_comparable,intensity_max,location_text,felt,location_uncertainty_km,magnitude_uncertainty,tectonic_domain,domain_confidence,historical_quality,quality_score,record_status,source_url,source_file,duplicate_group_id,is_preferred_record,ingested_at_utc
MEM-C6786A3447408F22,45,AHEAD,1758-07-03 00:45:00+00:00,38.7,-9.2,,4.3,Mw,4.3,,SCR,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-ABA1D02EEAC89CCE,46,AHEAD,1759-04-25 00:00:00+00:00,38.7,-9.2,,4.3,Mw,4.3,,SCR,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-B3799CAA4493E67E,47,AHEAD,1760-08-01 00:00:00+00:00,38.7,-9.2,,4.3,Mw,4.3,,SCR,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-AE29CF0FA90DD438,48,AHEAD,1761-04-02 05:00:00+00:00,38.7,-9.2,,4.3,Mw,4.3,,SCR,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-55161D1E462A3430,49,AHEAD,1763-10-11 08:15:00+00:00,36.5,-10.0,,,,,5,SW. Cabo San Vicente,,99.9,,,,medium,0.58,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-A88E9F4EC1A89FA6,50,AHEAD,1764-12-26 11:00:00+00:00,38.7,-9.2,,4.46,Mw,4.46,6,Lisboa,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-B5AAF5D5D6D88973,51,AHEAD,1768-06-09 02:24:00+00:00,38.7,-9.2,,4.3,Mw,4.3,,SCR,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-E61562765FD335A3,52,AHEAD,1769-02-06 14:30:00+00:00,38.7,-9.2,,4.46,Mw,4.46,6,Lisboa,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-13CD89DB45EE000E,53,AHEAD,1772-04-05 23:59:00+00:00,38.0,-9.0,,4.0,Mw,4.0,,SCR,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-43D30D1B8DA6A3D9,54,AHEAD,1772-04-10 07:00:00+00:00,36.5,-10.0,,,,,5,SW. Cabo San Vicente,,99.9,,,,medium,0.58,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-FF7CB68692919090,55,AHEAD,1773-04-12 05:15:00+00:00,35.519,-6.812,,6.07,Mw,6.07,,Golfo de Cádiz,,50.0,0.3,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-2FB6C3BA51EED5C4,56,AHEAD,1777-10-01 06:00:00+00:00,38.833,-9.45,,3.8,Mw,3.8,5,Sintra.PORT,,50.0,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-29DF650BE4485893,57,AHEAD,1783-04-13 23:00:00+00:00,41.2,-8.7,,5.0,Mw,5.0,,Mar Oeste,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-CD7E98A016A3CE53,58,AHEAD,1791-11-27 22:30:00+00:00,38.0,-7.9,,4.46,Mw,4.46,6,Prox.Baja,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
