event_id_memoria,source_event_id,source,origin_time_utc,latitude,longitude,depth_km,magnitude_value,magnitude_type,magnitude_original_value,magnitude_original_type,magnitude_comparable,magnitude_homogenization_method,magnitude_conversion_equation,magnitude_conversion_uncertainty,magnitude_homogenization_status,intensity_max,location_text,felt,location_uncertainty_km,magnitude_uncertainty,tectonic_domain,domain_confidence,historical_quality,quality_score,record_status,source_url,source_file,duplicate_group_id,is_preferred_record,cluster_id,cluster_role,is_background_event,declustering_method,declustering_eligible,declustering_exclusion_reason,ingested_at_utc
MEM-53AF598956BFA986,MEM-53AF598956BFA986,IPMA,2026-08-06 18:24:12+00:00,38.171,-8.282,1.0,1.0,L,1.0,L,1.0,,,,,,NW Ferreira do Alentejo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-909723445BFEACBE,MEM-909723445BFEACBE,IPMA,2026-08-06 20:38:02+00:00,37.137,-9.3,26.0,1.1,L,1.1,L,1.1,,,,,,NW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C064AED739A4B8C4,MEM-C064AED739A4B8C4,IPMA,2026-08-07 03:25:51+00:00,42.399,-7.028,1.0,1.1,L,1.1,L,1.1,,,,,,N  Vinhais,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-69419C9E8FA3DCDD,MEM-69419C9E8FA3DCDD,IPMA,2026-08-07 08:36:24+00:00,36.954,-11.001,14.0,1.3,L,1.3,L,1.3,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-F10CB5A956D2698E,MEM-F10CB5A956D2698E,IPMA,2026-08-07 09:23:27+00:00,35.718,-9.971,38.0,1.4,L,1.4,L,1.4,,,,,,Mar de Marrocos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-79DCC51245AF6C92,MEM-79DCC51245AF6C92,IPMA,2026-08-07 18:52:17+00:00,36.424,-9.108,1.0,1.2,L,1.2,L,1.2,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9092660272619038,MEM-9092660272619038,IPMA,2026-08-07 20:26:48+00:00,36.798,-12.668,40.0,1.7,L,1.7,L,1.7,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E21710D54EE096DF,MEM-E21710D54EE096DF,IPMA,2026-08-08 12:38:29+00:00,36.882,-8.294,14.0,1.8,L,1.8,L,1.8,,,,,,SW Albufeira,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-3C06B6F32BBB8AEF,MEM-3C06B6F32BBB8AEF,IPMA,2026-08-08 12:50:57+00:00,36.564,-9.847,36.0,1.4,L,1.4,L,1.4,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-98124724294C9069,MEM-98124724294C9069,IPMA,2026-08-09 04:05:20+00:00,37.216,-10.302,9.0,1.0,L,1.0,L,1.0,,,,,,Abissal do Tejo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C15C00AC9A0B2D91,MEM-C15C00AC9A0B2D91,IPMA,2026-08-09 06:22:48+00:00,36.767,-7.108,21.0,1.0,L,1.0,L,1.0,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D6DD59BF2015469F,MEM-D6DD59BF2015469F,IPMA,2026-08-09 07:22:59+00:00,35.914,-10.131,25.0,1.2,L,1.2,L,1.2,,,,,,Mar de Marrocos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4AAF986281D1BE22,MEM-4AAF986281D1BE22,IPMA,2026-08-09 07:37:15+00:00,36.397,-11.199,31.0,1.5,L,1.5,L,1.5,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-F6AFA94796D448A3,MEM-F6AFA94796D448A3,IPMA,2026-08-09 20:58:45+00:00,36.843,-7.268,20.0,1.0,L,1.0,L,1.0,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6140E5A5637B2C88,MEM-6140E5A5637B2C88,IPMA,2026-08-10 00:20:30+00:00,35.728,-4.784,59.0,1.0,L,1.0,L,1.0,,,,,,Alboran,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-CE625A57A1970B19,MEM-CE625A57A1970B19,IPMA,2026-08-10 14:08:59+00:00,39.141,-8.995,1.0,1.3,L,1.3,L,1.3,,,,,,N  Alenquer,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-56C08808E1979A5D,MEM-56C08808E1979A5D,IPMA,2026-08-10 15:42:36+00:00,39.162,-9.046,1.0,1.1,L,1.1,L,1.1,,,,,,SE Cadaval,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-DB02E39D8A55085E,MEM-DB02E39D8A55085E,IPMA,2026-08-10 18:46:29+00:00,36.729,-5.471,19.0,1.3,L,1.3,L,1.3,,,,,,NW Gibraltar (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0C32465A7EEF6720,MEM-0C32465A7EEF6720,IPMA,2026-08-10 20:50:52+00:00,35.502,-3.778,6.0,1.7,L,1.7,L,1.7,,,,,,Alboran,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D5E9BA32A982DD62,MEM-D5E9BA32A982DD62,IPMA,2026-08-11 00:12:33+00:00,37.306,-8.576,16.0,1.1,L,1.1,L,1.1,,,,,,SW Monchique,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-F440C25C2AE1C588,MEM-F440C25C2AE1C588,IPMA,2026-08-11 00:27:37+00:00,42.279,-7.951,10.0,1.0,L,1.0,L,1.0,,,,,,SW Ourense (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-896A80A445305B0F,MEM-896A80A445305B0F,IPMA,2026-08-11 07:25:17+00:00,36.385,-7.864,14.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-F41BB041C6E3D7F9,MEM-F41BB041C6E3D7F9,IPMA,2026-08-11 08:34:51+00:00,37.316,-8.541,7.0,1.5,L,1.5,L,1.5,,,,,,E  Monchique,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E8DF7DC0979D198B,MEM-E8DF7DC0979D198B,IPMA,2026-08-11 09:28:39+00:00,38.173,-8.213,17.0,1.2,L,1.2,L,1.2,,,,,,NW Ferreira do Alentejo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9EADB74D94FBB275,MEM-9EADB74D94FBB275,IPMA,2026-08-11 15:18:07+00:00,35.531,-9.516,14.0,1.4,L,1.4,L,1.4,,,,,,Mar de Marrocos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-034B9C496417F3F5,MEM-034B9C496417F3F5,IPMA,2026-08-11 18:34:34+00:00,36.186,-8.007,9.0,1.0,L,1.0,L,1.0,,,,,,S  Faro,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E73465EFA2D70697,MEM-E73465EFA2D70697,IPMA,2026-08-11 18:50:01+00:00,39.882,-7.578,2.0,1.7,L,1.7,L,1.7,,,,,,NW Castelo Branco,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E4E436C9A42DBEE2,MEM-E4E436C9A42DBEE2,IPMA,2026-08-11 19:08:57+00:00,36.471,-8.043,15.0,1.0,L,1.0,L,1.0,,,,,,SW Faro,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-46BA9B42334A3703,MEM-46BA9B42334A3703,IPMA,2026-08-12 00:22:26+00:00,35.922,-8.716,25.0,1.4,L,1.4,L,1.4,,,,,,Mar de Marrocos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-2110D58BC41F5C06,MEM-2110D58BC41F5C06,IPMA,2026-08-12 04:26:07+00:00,36.838,-5.532,2.0,1.3,L,1.3,L,1.3,,,,,,SE Sevilha (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9F2DEFCACD83F94A,MEM-9F2DEFCACD83F94A,IPMA,2026-08-12 05:50:13+00:00,36.872,-8.592,26.0,1.3,L,1.3,L,1.3,,,,,,SE Lagos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-91E3B44476CEF4DD,MEM-91E3B44476CEF4DD,IPMA,2026-08-12 07:18:05+00:00,36.652,-9.843,14.0,1.1,L,1.1,L,1.1,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D0634AB3BBF17329,MEM-D0634AB3BBF17329,IPMA,2026-08-12 08:13:57+00:00,36.755,-9.649,16.0,1.6,L,1.6,L,1.6,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-F504B795A8D7DB97,MEM-F504B795A8D7DB97,IPMA,2026-08-12 12:37:26+00:00,36.849,-8.629,24.0,1.4,L,1.4,L,1.4,,,,,,SE Lagos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-97F6FB343445BFE9,MEM-97F6FB343445BFE9,IPMA,2026-08-12 16:54:27+00:00,36.699,-7.012,34.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D0DB97E0E14F30B2,MEM-D0DB97E0E14F30B2,IPMA,2026-08-12 17:05:15+00:00,37.839,-9.082,10.0,1.0,L,1.0,L,1.0,,,,,,SW Sines,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D0F5242C525F1ABC,MEM-D0F5242C525F1ABC,IPMA,2026-08-12 21:45:31+00:00,36.57,-8.81,22.0,1.2,L,1.2,L,1.2,,,,,,SE Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-5DB7F8C8A21C5F76,MEM-5DB7F8C8A21C5F76,IPMA,2026-08-12 21:56:19+00:00,36.618,-9.636,19.0,1.4,L,1.4,L,1.4,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-496DBE7BE7C0748A,MEM-496DBE7BE7C0748A,IPMA,2026-08-13 04:22:05+00:00,39.39,-9.157,4.0,1.7,L,1.7,L,1.7,,,,,,SW Caldas da Rainha,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-04A62A640EC0B294,MEM-04A62A640EC0B294,IPMA,2026-08-13 05:33:59+00:00,38.036,-6.928,8.0,1.8,L,1.8,L,1.8,,,,,,SE Barrancos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A28386058AD4C4D0,MEM-A28386058AD4C4D0,IPMA,2026-08-13 10:42:08+00:00,37.243,-12.785,36.0,1.7,L,1.7,L,1.7,,,,,,Abissal do Tejo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-47C2E686667D50AF,MEM-47C2E686667D50AF,IPMA,2026-08-14 02:15:06+00:00,36.574,-9.807,12.0,1.2,L,1.2,L,1.2,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9151B5DC81169BE5,MEM-9151B5DC81169BE5,IPMA,2026-08-14 02:38:00+00:00,38.154,-14.537,10.0,1.5,L,1.5,L,1.5,,,,,,Josephine,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-038451A2808B8842,MEM-038451A2808B8842,IPMA,2026-08-14 13:00:54+00:00,36.737,-4.705,77.0,1.7,L,1.7,L,1.7,,,,,,W  Malaga (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-64F3382354A35C80,MEM-64F3382354A35C80,IPMA,2026-08-14 18:03:26+00:00,37.065,-3.633,0.0,1.9,L,1.9,L,1.9,,,,,,SW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-FA77881B2892F93A,MEM-FA77881B2892F93A,IPMA,2026-08-15 00:10:01+00:00,37.154,-3.643,0.0,1.9,L,1.9,L,1.9,,,,,,NW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-FB291278397E67EB,MEM-FB291278397E67EB,IPMA,2026-08-15 02:39:39+00:00,36.637,-7.962,27.0,1.3,L,1.3,L,1.3,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-EAC40126141DCB5F,MEM-EAC40126141DCB5F,IPMA,2026-08-15 04:21:52+00:00,37.114,-3.67,2.0,1.8,L,1.8,L,1.8,,,,,,W  Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0E5947959E40F361,MEM-0E5947959E40F361,IPMA,2026-08-15 16:07:59+00:00,36.92,-7.113,16.0,1.0,L,1.0,L,1.0,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-66492016CC269A70,MEM-66492016CC269A70,IPMA,2026-08-16 08:30:27+00:00,36.008,-8.409,30.0,1.2,L,1.2,L,1.2,,,,,,SW Faro,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-2EAF2DE7F274E47D,MEM-2EAF2DE7F274E47D,IPMA,2026-08-16 11:59:09+00:00,36.908,-8.641,26.0,1.2,L,1.2,L,1.2,,,,,,SE Lagos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A205F58154278507,MEM-A205F58154278507,IPMA,2026-08-16 19:22:53+00:00,41.413,-8.499,1.0,1.9,L,1.9,L,1.9,,,,,,NE Famalicâo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E858731AC4E8A110,MEM-E858731AC4E8A110,IPMA,2026-08-16 22:59:01+00:00,36.722,-9.621,23.0,1.4,L,1.4,L,1.4,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-7BA1F28B215FEAFC,MEM-7BA1F28B215FEAFC,IPMA,2026-08-17 06:50:27+00:00,35.849,-4.739,32.0,1.6,L,1.6,L,1.6,,,,,,Alboran,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-00E62A260AAF2902,MEM-00E62A260AAF2902,IPMA,2026-08-17 10:07:28+00:00,36.629,-7.534,18.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-51594166E384984D,MEM-51594166E384984D,IPMA,2026-08-17 12:54:12+00:00,37.12,-3.642,1.0,1.9,L,1.9,L,1.9,,,,,,W  Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-41F78A6757FF5FD7,MEM-41F78A6757FF5FD7,IPMA,2026-08-17 22:20:19+00:00,36.797,-11.108,27.0,1.8,L,1.8,L,1.8,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-7A4B944CB7E1A54D,MEM-7A4B944CB7E1A54D,IPMA,2026-08-18 00:02:38+00:00,36.547,-9.661,19.0,1.2,L,1.2,L,1.2,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
