event_id_memoria,source_event_id,source,origin_time_utc,latitude,longitude,depth_km,magnitude_value,magnitude_type,magnitude_original_value,magnitude_original_type,magnitude_comparable,magnitude_homogenization_method,magnitude_conversion_equation,magnitude_conversion_uncertainty,magnitude_homogenization_status,intensity_max,location_text,felt,location_uncertainty_km,magnitude_uncertainty,tectonic_domain,domain_confidence,historical_quality,quality_score,record_status,source_url,source_file,duplicate_group_id,is_preferred_record,cluster_id,cluster_role,is_background_event,declustering_method,declustering_eligible,declustering_exclusion_reason,ingested_at_utc
MEM-9A3888D852A0ED9D,MEM-9A3888D852A0ED9D,IPMA,2026-08-27 10:19:36+00:00,37.357,-8.555,1.0,1.3,L,1.3,L,1.3,,,,,,N  Monchique,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C6D86BE8F0C26A21,MEM-C6D86BE8F0C26A21,IPMA,2026-08-27 12:38:02+00:00,36.602,-7.584,20.0,1.3,L,1.3,L,1.3,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D0D03A770C49562E,MEM-D0D03A770C49562E,IPMA,2026-08-27 13:00:46+00:00,37.145,-7.889,19.0,1.0,L,1.0,L,1.0,,,,,,SW S.Brás de Alportel,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-3B99C98881641D49,MEM-3B99C98881641D49,IPMA,2026-08-27 22:15:36+00:00,42.405,-8.089,10.0,1.2,L,1.2,L,1.2,,,,,,NW Ourense (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-079C1BEFA24814ED,MEM-079C1BEFA24814ED,IPMA,2026-08-28 05:14:10+00:00,36.7,-7.533,19.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0C8E2DDCECACE805,MEM-0C8E2DDCECACE805,IPMA,2026-08-28 10:22:20+00:00,37.246,-9.072,30.0,1.4,L,1.4,L,1.4,,,,,,NW Vila do Bispo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1FF3AEBAE3216012,MEM-1FF3AEBAE3216012,IPMA,2026-08-28 14:43:11+00:00,39.582,-8.633,0.0,1.1,L,1.1,L,1.1,,,,,,SW Vila Nova de Ourém,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-26697B0BE1E5B9F4,MEM-26697B0BE1E5B9F4,IPMA,2026-08-28 15:54:58+00:00,41.948,-7.675,2.0,1.2,L,1.2,L,1.2,,,,,,NE Montalegre,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-108D2646C1636A76,MEM-108D2646C1636A76,IPMA,2026-08-28 17:00:07+00:00,34.489,-5.779,16.0,1.7,L,1.7,L,1.7,,,,,,NW Fez (Marr),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-89D75781554D79D7,MEM-89D75781554D79D7,IPMA,2026-08-28 17:13:30+00:00,34.681,-5.266,24.0,1.8,L,1.8,L,1.8,,,,,,NW Fez (Marr),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-82A42FA6041E6E6F,MEM-82A42FA6041E6E6F,IPMA,2026-08-28 19:36:59+00:00,36.531,-11.216,36.0,1.1,L,1.1,L,1.1,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-ED1BAEB1FF76391D,MEM-ED1BAEB1FF76391D,IPMA,2026-08-28 20:52:40+00:00,34.536,-5.698,20.0,1.4,L,1.4,L,1.4,,,,,,NW Fez (Marr),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-99E4EEF200B4B60C,MEM-99E4EEF200B4B60C,IPMA,2026-08-28 22:07:02+00:00,36.65,-7.419,18.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-3A4E8B567584CAF4,MEM-3A4E8B567584CAF4,IPMA,2026-08-29 00:53:19+00:00,37.716,-3.492,12.0,1.8,L,1.8,L,1.8,,,,,,NE Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-394B2967DED375C8,MEM-394B2967DED375C8,IPMA,2026-08-29 00:59:43+00:00,36.693,-11.254,31.0,1.6,L,1.6,L,1.6,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-55C798AF2F8777FA,MEM-55C798AF2F8777FA,IPMA,2026-08-29 05:13:40+00:00,36.974,-8.964,29.0,1.2,L,1.2,L,1.2,,,,,,SE Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-624263FB2D7AA2C2,MEM-624263FB2D7AA2C2,IPMA,2026-08-02 21:23:07+00:00,36.474,-9.852,31.0,2.0,L,2.0,L,2.0,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A785E56D1637BEB1,MEM-A785E56D1637BEB1,IPMA,2026-08-03 04:27:18+00:00,34.582,-15.818,10.0,2.2,L,2.2,L,2.2,,,,,,NE Porto Santo (Madeira),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C5C0B487A145D0EB,MEM-C5C0B487A145D0EB,IPMA,2026-08-03 08:42:54+00:00,37.308,-16.316,25.0,2.4,L,2.4,L,2.4,,,,,,Madeira-Tore,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-BEE345A66EEC8689,MEM-BEE345A66EEC8689,IPMA,2026-08-03 14:48:32+00:00,36.588,-9.785,15.0,2.2,L,2.2,L,2.2,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-79CB495D1F45E410,MEM-79CB495D1F45E410,IPMA,2026-08-03 22:01:49+00:00,37.741,-1.095,19.0,2.1,L,2.1,L,2.1,,,,,,NW Cartagena,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6CE7F3FACEA33B1C,MEM-6CE7F3FACEA33B1C,IPMA,2026-08-04 03:54:53+00:00,32.04,-5.038,21.0,2.3,L,2.3,L,2.3,,,,,,Morocco,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1CC7207E3B53625D,MEM-1CC7207E3B53625D,IPMA,2026-08-04 06:06:59+00:00,43.112,-0.677,24.0,2.3,L,2.3,L,2.3,,,,,,Pirenéus (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-501D4E2741AB699F,MEM-501D4E2741AB699F,IPMA,2026-08-04 09:15:45+00:00,32.19,-5.315,2.0,2.7,L,2.7,L,2.7,,,,,,Morocco,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-17719B1D320589B9,MEM-17719B1D320589B9,IPMA,2026-08-04 09:28:43+00:00,32.122,-5.24,2.0,2.5,L,2.5,L,2.5,,,,,,Morocco,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-DDED9A8F826120CD,MEM-DDED9A8F826120CD,IPMA,2026-08-06 00:54:56+00:00,36.74,-12.779,32.0,2.0,L,2.0,L,2.0,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-64D14C35F3C0807A,MEM-64D14C35F3C0807A,IPMA,2026-08-06 06:47:27+00:00,38.164,-8.272,3.0,2.0,L,2.0,L,2.0,,,,,,NW Ferreira do Alentejo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9D504E592156F026,MEM-9D504E592156F026,IPMA,2026-08-06 14:55:58+00:00,42.916,0.383,14.0,2.6,L,2.6,L,2.6,,,,,,Pirenéus (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1E1E0146A1BFFCAD,MEM-1E1E0146A1BFFCAD,IPMA,2026-08-07 19:37:59+00:00,37.512,-17.489,22.0,2.5,L,2.5,L,2.5,,,,,,Madeira-Tore,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-F291F87B7FF32CB2,MEM-F291F87B7FF32CB2,IPMA,2026-08-08 07:05:38+00:00,37.358,-8.479,8.0,2.2,L,2.2,L,2.2,,,,,,NE Monchique,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-2A505C56DCCD9C5B,MEM-2A505C56DCCD9C5B,IPMA,2026-08-09 23:13:01+00:00,37.004,-8.944,23.0,2.5,L,2.5,L,2.5,,,,,,SE Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1D86E8658AB2E6FA,MEM-1D86E8658AB2E6FA,IPMA,2026-08-10 04:55:44+00:00,36.589,-7.303,16.0,2.1,L,2.1,L,2.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-48400FCB64A302D2,MEM-48400FCB64A302D2,IPMA,2026-08-10 23:44:44+00:00,35.21,-16.407,10.0,2.4,L,2.4,L,2.4,,,,,,Madeira-Tore,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0BD44BBADCEBCB04,MEM-0BD44BBADCEBCB04,IPMA,2026-08-10 23:55:00+00:00,38.142,-3.969,16.0,2.5,L,2.5,L,2.5,,,,,,NE Cordova (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6766CCD2AE566DBF,MEM-6766CCD2AE566DBF,IPMA,2026-08-11 04:37:38+00:00,36.767,-15.386,10.0,2.2,L,2.2,L,2.2,,,,,,Madeira-Tore,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-44ED240B070E6C67,MEM-44ED240B070E6C67,IPMA,2026-08-12 19:32:35+00:00,35.519,-3.758,2.0,2.2,L,2.2,L,2.2,,,,,,Alboran,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-08CB2397D9FD88BC,MEM-08CB2397D9FD88BC,IPMA,2026-08-13 15:51:17+00:00,43.44,-14.361,26.0,2.7,L,2.7,L,2.7,,,,,,Abissal Ibérica,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0CA34228F2355871,MEM-0CA34228F2355871,IPMA,2026-08-13 19:56:55+00:00,37.354,-1.804,24.0,2.5,L,2.5,L,2.5,,,,,,SW Lorca (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A08A7EF2402C8402,MEM-A08A7EF2402C8402,IPMA,2026-08-14 05:25:57+00:00,37.383,-1.769,24.0,2.2,L,2.2,L,2.2,,,,,,SW Lorca (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-FF6ADFEA705B4DF5,MEM-FF6ADFEA705B4DF5,IPMA,2026-08-14 12:22:45+00:00,36.412,-9.843,39.0,2.0,L,2.0,L,2.0,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-234B9F42221649C6,MEM-234B9F42221649C6,IPMA,2026-08-14 14:46:16+00:00,34.163,-5.27,16.0,2.0,L,2.0,L,2.0,,,,,,NW Fez (Marr),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-133264D1F319545E,MEM-133264D1F319545E,IPMA,2026-08-14 16:11:37+00:00,36.081,-3.177,23.0,2.4,L,2.4,L,2.4,,,,,,Alboran,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-101A65F586C674DF,MEM-101A65F586C674DF,IPMA,2026-08-14 22:04:18+00:00,37.119,-3.653,1.0,2.0,L,2.0,L,2.0,,,,,,W  Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A2CB4497E6F8512D,MEM-A2CB4497E6F8512D,IPMA,2026-08-14 23:34:32+00:00,37.108,-3.651,1.0,2.3,L,2.3,L,2.3,,,,,,SW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E59CEEED428EDD8F,MEM-E59CEEED428EDD8F,IPMA,2026-08-15 00:06:25+00:00,37.121,-3.649,0.0,2.1,L,2.1,L,2.1,,,,,,W  Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-FC4F293EE4CBBDBA,MEM-FC4F293EE4CBBDBA,IPMA,2026-08-15 04:52:13+00:00,37.048,-4.744,13.0,2.0,L,2.0,L,2.0,,,,,,NW Malaga (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-282684B08675E433,MEM-282684B08675E433,IPMA,2026-08-15 06:57:46+00:00,37.069,-3.622,0.0,2.7,L,2.7,L,2.7,,,,,,SW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E3CF233168DB08CC,MEM-E3CF233168DB08CC,IPMA,2026-08-15 14:54:40+00:00,37.039,-3.629,1.0,2.1,L,2.1,L,2.1,,,,,,SW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-7484B76551CCF653,MEM-7484B76551CCF653,IPMA,2026-08-16 00:50:38+00:00,37.107,-3.571,0.0,2.1,L,2.1,L,2.1,,,,,,SE Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-AB6E6E56118EA224,MEM-AB6E6E56118EA224,IPMA,2026-08-16 02:40:55+00:00,37.104,-3.522,11.0,2.9,L,2.9,L,2.9,,,,,,SE Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0971F8B4544F7903,MEM-0971F8B4544F7903,IPMA,2026-08-16 04:27:13+00:00,37.067,-3.572,12.0,2.5,L,2.5,L,2.5,,,,,,SE Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9DDA317F2A168FA6,MEM-9DDA317F2A168FA6,IPMA,2026-08-17 13:21:44+00:00,36.925,-13.839,28.0,2.2,L,2.2,L,2.2,,,,,,Josephine,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1EA6ED13E5CE4D81,MEM-1EA6ED13E5CE4D81,IPMA,2026-08-18 08:47:25+00:00,37.144,-3.692,0.0,2.3,L,2.3,L,2.3,,,,,,NW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-31D4D9083727B1CB,MEM-31D4D9083727B1CB,IPMA,2026-08-18 08:57:52+00:00,37.132,-3.681,1.0,2.7,L,2.7,L,2.7,,,,,,W  Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-DECB17EBFA50C913,MEM-DECB17EBFA50C913,IPMA,2026-08-18 09:48:45+00:00,36.582,-12.813,10.0,2.1,L,2.1,L,2.1,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9110300E7AE87BFC,MEM-9110300E7AE87BFC,IPMA,2026-08-18 13:51:40+00:00,33.372,-17.058,18.0,2.1,L,2.1,L,2.1,,,,,,NE Porto Moniz (Madeira),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6C758E2CEF595320,MEM-6C758E2CEF595320,IPMA,2026-08-18 22:20:49+00:00,36.133,-7.926,22.0,2.0,L,2.0,L,2.0,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-CB9065E839DAC367,MEM-CB9065E839DAC367,IPMA,2026-08-19 02:29:15+00:00,36.976,-3.522,24.0,2.2,L,2.2,L,2.2,,,,,,SE Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
